Timestamp,Right_X,Right_Y,Left_X,Left_Y
1701879882.6953018,0.29243287444114685,0.8722195029258728,0.331013560295105,0.9225765466690063
1701879882.710892,0.2729712426662445,0.8638784885406494,0.331013560295105,0.9225765466690063
1701879882.728957,0.24919085204601288,0.8497471809387207,0.3083902895450592,0.9095785021781921
1701879882.747021,0.24341851472854614,0.8461686372756958,0.2843741774559021,0.9059436917304993
1701879882.763181,0.24297858774662018,0.8466534614562988,0.27143892645835876,0.8947937488555908
1701879882.777764,0.24273768067359924,0.8392196893692017,0.26829326152801514,0.8945178985595703
1701879882.795383,0.23767495155334473,0.8320863246917725,0.26551753282546997,0.8917354941368103
1701879882.812917,0.23662926256656647,0.8344107866287231,0.2610383629798889,0.8850002884864807
1701879882.83057,0.24033039808273315,0.8374729156494141,0.2641870677471161,0.8831257820129395
1701879882.843959,0.2409517616033554,0.8391621708869934,0.26548972725868225,0.8781514167785645
1701879882.861992,0.25197210907936096,0.8553138971328735,0.26544949412345886,0.8867273926734924
1701879882.8773708,0.3332148790359497,0.9324378967285156,0.2806870639324188,0.9168609380722046
1701879882.895326,0.38548922538757324,0.974511444568634,0.34687069058418274,0.9755245447158813
1701879882.9108531,0.3876625597476959,0.969401478767395,0.38910558819770813,0.9992510676383972
1701879882.928641,0.38752976059913635,0.9713479280471802,0.39031848311424255,0.9931831359863281
1701879882.943954,0.3863323926925659,0.9705546498298645,0.39154431223869324,0.9944706559181213
1701879882.961879,0.38788101077079773,0.9727070331573486,0.3923788070678711,0.9927865266799927
1701879882.977273,0.38963043689727783,0.9868302941322327,0.39297059178352356,0.9967793822288513
1701879882.995042,0.3919053077697754,0.9885806441307068,0.3927309811115265,1.0055735111236572
1701879883.012653,0.3939107060432434,0.9821914434432983,0.39274415373802185,1.0035812854766846
1701879883.0284102,0.39400333166122437,0.9843581318855286,0.39255982637405396,1.0049842596054077
1701879883.04476,0.4038907289505005,0.9804193377494812,0.39873823523521423,1.0091838836669922
1701879883.061836,0.4053470492362976,0.9781984686851501,0.39685946702957153,1.0094749927520752
1701879883.07724,0.3926752507686615,0.9784138202667236,0.39328548312187195,1.0128403902053833
1701879883.0951931,0.3920416533946991,0.9713253378868103,0.39400744438171387,1.0079947710037231
1701879883.110512,0.3920328915119171,0.9712716937065125,0.39416638016700745,1.0020208358764648
1701879883.130358,0.3861426115036011,0.9814743399620056,0.39861467480659485,1.0024927854537964
1701879883.144104,0.27659520506858826,0.9394714832305908,0.38864222168922424,1.0127087831497192
1701879883.1614962,0.21067441999912262,0.9086041450500488,0.2829343378543854,0.9867631793022156
1701879883.177442,0.14103198051452637,0.9002051949501038,0.21259534358978271,0.9478040337562561
1701879883.194957,0.1326836794614792,0.8721708655357361,0.17582175135612488,1.0437235832214355
1701879883.21047,0.12629592418670654,0.8530089855194092,0.17676270008087158,1.025357961654663
1701879883.2287428,0.13115347921848297,0.8572422862052917,0.17345595359802246,1.0027977228164673
1701879883.244311,0.13484348356723785,0.8575319647789001,0.1744660586118698,0.9914980530738831
1701879883.2615411,0.1325579285621643,0.872533917427063,0.17324018478393555,0.9633484482765198
1701879883.27792,0.12360779196023941,0.8731456995010376,0.17117634415626526,0.950612485408783
1701879883.2947688,0.12285732477903366,0.8727936148643494,0.1710195541381836,0.9355168342590332
1701879883.311915,0.12974731624126434,0.8761206269264221,0.17326192557811737,0.9241962432861328
1701879883.329003,0.13470928370952606,0.8750729560852051,0.16845248639583588,0.9190230965614319
1701879883.34351,0.13556058704853058,0.8697193264961243,0.1687958538532257,0.909389317035675
1701879883.3615308,0.13264700770378113,0.8689587712287903,0.17312021553516388,0.9151818752288818
1701879883.3895931,0.13165180385112762,0.8775371313095093,0.17085230350494385,0.9078571200370789
1701879883.394876,0.13466116786003113,0.8722319602966309,0.17085230350494385,0.9078571200370789
1701879883.410378,0.13411837816238403,0.870491623878479,0.17197878658771515,0.9044796824455261
1701879883.42814,0.12493929266929626,0.8800917267799377,0.1721010059118271,0.9039469957351685
1701879883.443768,0.12657371163368225,0.8686240315437317,0.17017146944999695,0.8974211812019348
1701879883.4623601,0.13155774772167206,0.8643604516983032,0.17136657238006592,0.8950743675231934
1701879883.47717,0.13270466029644012,0.8714311718940735,0.17242582142353058,0.8992425203323364
1701879883.494807,0.13595709204673767,0.8674910068511963,0.1683357059955597,0.9028217792510986
1701879883.510317,0.12682200968265533,0.8671379685401917,0.15796822309494019,0.9136092066764832
1701879883.536885,0.12246778607368469,0.86921626329422,0.16792218387126923,0.9049580693244934
1701879883.5437272,0.13081544637680054,0.8670696020126343,0.16792218387126923,0.9049580693244934
1701879883.5613298,0.13124553859233856,0.8691813945770264,0.17045213282108307,0.904782772064209
